221,N/A,919000000007,"{""message"":""SELF-ASSIGNED: PREGNANCY at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.99099099099099,""lng"":80.19674590511194,""urgency"":""critical"",""rescue_req_id"":457,""requester_name"":""RK"",""requester_phone"":""918000000005"",""details"":""Critical Emergency Triggered"",""assigned_by"":""Self""}",Critical,completed,2026-07-12 08:04:05,,DESKTOP-KBHB0SB
222,N/A,919000000001,"{""message"":""MEDICAL RESCUE at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.99099099099099,""lng"":80.19674590511194,""urgency"":""critical"",""rescue_req_id"":458,""requester_name"":""RK"",""requester_phone"":""918000000005"",""details"":""Critical Emergency Triggered\n[Ignored by Rescuer ID: 13]\n[Ignored by Rescuer ID: 1]\n[AI_ROTATION_COMPLETED]""}",Critical,completed,2026-07-12 08:05:31,,DESKTOP-KBHB0SB
223,N/A,919000000001,"{""message"":""AI ASSIGNED: MEDICAL at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.99099099099099,""lng"":80.19674590511194,""urgency"":""critical"",""rescue_req_id"":458,""requester_name"":""RK"",""requester_phone"":""918000000005"",""details"":""Critical Emergency Triggered\n[Ignored by Rescuer ID: 13]"",""assigned_by"":""AI"",""assignment_version"":3}",Critical,completed,2026-07-12 08:05:45,,DESKTOP-KBHB0SB
224,N/A,919000000001,"{""message"":""SELF-ASSIGNED: MEDICAL at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.99099099099099,""lng"":80.19674590511194,""urgency"":""critical"",""rescue_req_id"":458,""requester_name"":""RK"",""requester_phone"":""918000000005"",""details"":""Critical Emergency Triggered\n[Ignored by Rescuer ID: 13]\n[Ignored by Rescuer ID: 1]\n[AI_ROTATION_COMPLETED]"",""assigned_by"":""Self""}",Critical,completed,2026-07-12 08:06:45,,DESKTOP-KBHB0SB
225,N/A,919000000001,"{""message"":""PREGNANCY RESCUE at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.99099099099099,""lng"":80.19674590511194,""urgency"":""critical"",""rescue_req_id"":459,""requester_name"":""RK"",""requester_phone"":""918000000005"",""details"":""Critical Emergency Triggered\n[Ignored by Rescuer ID: 13]\n[Ignored by Rescuer ID: 1]\n[AI_ROTATION_COMPLETED]""}",Critical,completed,2026-07-12 08:08:47,,DESKTOP-KBHB0SB
226,N/A,919000000001,"{""message"":""AI ASSIGNED: PREGNANCY at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.99099099099099,""lng"":80.19674590511194,""urgency"":""critical"",""rescue_req_id"":459,""requester_name"":""RK"",""requester_phone"":""918000000005"",""details"":""Critical Emergency Triggered\n[Ignored by Rescuer ID: 13]"",""assigned_by"":""AI"",""assignment_version"":3}",Critical,completed,2026-07-12 08:09:01,,DESKTOP-KBHB0SB
227,N/A,919000000001,"{""message"":""SELF-ASSIGNED: PREGNANCY at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.99099099099099,""lng"":80.19674590511194,""urgency"":""critical"",""rescue_req_id"":459,""requester_name"":""RK"",""requester_phone"":""918000000005"",""details"":""Critical Emergency Triggered\n[Ignored by Rescuer ID: 13]\n[Ignored by Rescuer ID: 1]\n[AI_ROTATION_COMPLETED]"",""assigned_by"":""Self""}",Critical,completed,2026-07-12 08:12:46,,DESKTOP-KBHB0SB
228,N/A,919000000007,"{""message"":""MEDICAL RESCUE at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.99099099099099,""lng"":80.19674590511194,""urgency"":""critical"",""rescue_req_id"":460,""requester_name"":""RK"",""requester_phone"":""918000000005"",""details"":""Critical Emergency Triggered\n[Declined by Rescuer ID: 13]\n[AI_ROTATION_COMPLETED]\n[Declined by Rescuer ID: 13]""}",Critical,completed,2026-07-12 08:33:39,,DESKTOP-KBHB0SB
229,N/A,919000000007,"{""message"":""SELF-ASSIGNED: MEDICAL at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.99099099099099,""lng"":80.19674590511194,""urgency"":""critical"",""rescue_req_id"":460,""requester_name"":""RK"",""requester_phone"":""918000000005"",""details"":""Critical Emergency Triggered\n[Declined by Rescuer ID: 13]\n[AI_ROTATION_COMPLETED]\n[Declined by Rescuer ID: 13]"",""assigned_by"":""Self""}",Critical,completed,2026-07-12 08:40:13,,DESKTOP-KBHB0SB
230,N/A,919000000007,"{""message"":""SOS TASK at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.99099099099099,""lng"":80.19674590511194,""urgency"":""normal"",""rescue_req_id"":461,""requester_name"":""RK"",""requester_phone"":""918000000005"",""details"":""{\""transportMode\"":\""ROAD\"",\""needs\"":[6,2,1,2],\""peopleCount\"":\""5\"",\""address\"":\""\"",\""attachments\"":{\""voice\"":false,\""camera\"":true,\""note\"":false}}\n[Declined by Rescuer ID: 13]\n[AI_ROTATION_COMPLETED]""}",Normal,completed,2026-07-12 08:41:03,,DESKTOP-KBHB0SB
231,N/A,919000000007,"{""message"":""SELF-ASSIGNED: SOS at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.99099099099099,""lng"":80.19674590511194,""urgency"":""normal"",""rescue_req_id"":461,""requester_name"":""RK"",""requester_phone"":""918000000005"",""details"":""{\""transportMode\"":\""ROAD\"",\""needs\"":[6,2,1,2],\""peopleCount\"":\""5\"",\""address\"":\""\"",\""attachments\"":{\""voice\"":false,\""camera\"":true,\""note\"":false}}\n[Declined by Rescuer ID: 13]\n[AI_ROTATION_COMPLETED]"",""assigned_by"":""Self""}",Normal,completed,2026-07-12 08:41:54,,DESKTOP-KBHB0SB
232,N/A,919000000007,"{""message"":""SUPPLIES RESCUE at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.99099099099099,""lng"":80.19674590511194,""urgency"":""normal"",""rescue_req_id"":462,""requester_name"":""RK"",""requester_phone"":""918000000005"",""details"":""{\""transportMode\"":\""ROAD\"",\""needs\"":[6,2,1,2],\""peopleCount\"":\""5\"",\""address\"":\""\"",\""attachments\"":{\""voice\"":false,\""camera\"":false,\""note\"":false}}\n[Declined by Rescuer ID: 13]""}",Normal,completed,2026-07-12 08:42:46,,DESKTOP-KBHB0SB
233,N/A,919000000007,"{""message"":""SELF-ASSIGNED: SUPPLIES at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.99099099099099,""lng"":80.19674590511194,""urgency"":""normal"",""rescue_req_id"":462,""requester_name"":""RK"",""requester_phone"":""918000000005"",""details"":""{\""transportMode\"":\""ROAD\"",\""needs\"":[6,2,1,2],\""peopleCount\"":\""5\"",\""address\"":\""\"",\""attachments\"":{\""voice\"":false,\""camera\"":false,\""note\"":false}}\n[Declined by Rescuer ID: 13]"",""assigned_by"":""Self""}",Normal,completed,2026-07-12 08:43:15,,DESKTOP-KBHB0SB
234,N/A,919000000004,"{""message"":""SUPPLIES RESCUE at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.99099099099099,""lng"":80.19674590511194,""urgency"":""normal"",""rescue_req_id"":463,""requester_name"":""RK"",""requester_phone"":""918000000005"",""details"":""{\""transportMode\"":\""AIR\"",\""needs\"":[6,2,1,2],\""peopleCount\"":\""5\"",\""address\"":\""\"",\""attachments\"":{\""voice\"":false,\""camera\"":true,\""note\"":false}}\n[Declined by Rescuer ID: 3]""}",Normal,completed,2026-07-12 09:59:04,,DESKTOP-KBHB0SB
235,N/A,919000000004,"{""message"":""SELF-ASSIGNED: SUPPLIES at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.99099099099099,""lng"":80.19674590511194,""urgency"":""normal"",""rescue_req_id"":463,""requester_name"":""RK"",""requester_phone"":""918000000005"",""details"":""{\""transportMode\"":\""AIR\"",\""needs\"":[6,2,1,2],\""peopleCount\"":\""5\"",\""address\"":\""\"",\""attachments\"":{\""voice\"":false,\""camera\"":true,\""note\"":false}}\n[Declined by Rescuer ID: 3]"",""assigned_by"":""Self""}",Normal,completed,2026-07-12 09:59:29,,DESKTOP-KBHB0SB
236,N/A,919000000004,"{""message"":""MEDICAL RESCUE at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.99099099099099,""lng"":80.19674590511194,""urgency"":""critical"",""rescue_req_id"":464,""requester_name"":""RK"",""requester_phone"":""918000000005"",""details"":""Critical Emergency Triggered\n[Declined by Rescuer ID: 3]""}",Critical,completed,2026-07-12 10:00:04,,DESKTOP-KBHB0SB
237,N/A,919000000001,"{""message"":""AI ASSIGNED: MEDICAL at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.99099099099099,""lng"":80.19674590511194,""urgency"":""critical"",""rescue_req_id"":464,""requester_name"":""RK"",""requester_phone"":""918000000005"",""details"":""Critical Emergency Triggered"",""assigned_by"":""AI"",""assignment_version"":1}",Critical,completed,2026-07-12 10:00:04,,DESKTOP-KBHB0SB
238,N/A,919000000004,"{""message"":""SELF-ASSIGNED: MEDICAL at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.99099099099099,""lng"":80.19674590511194,""urgency"":""critical"",""rescue_req_id"":464,""requester_name"":""RK"",""requester_phone"":""918000000005"",""details"":""Critical Emergency Triggered\n[Declined by Rescuer ID: 3]"",""assigned_by"":""Self""}",Critical,completed,2026-07-12 10:00:32,,DESKTOP-KBHB0SB


SECTION 3: PUBLIC SOS ALERTS
SOS ID,Device ID,Phone,Latitude,Longitude,Details,Status,Priority,Alert Time,Device Node
NO SOS ALERTS FOR THIS DATE
