187,N/A,919000000007,"{""message"":""SELF-ASSIGNED: SUPPLIES at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.9943769,""lng"":80.1956467,""urgency"":""normal"",""rescue_req_id"":171,""requester_name"":""Sneha Reddy"",""requester_phone"":""918000000002"",""details"":""{\""transportMode\"":\""ROAD\"",\""needs\"":[6,2,1,2],\""peopleCount\"":\""5\"",\""address\"":\""\"",\""attachments\"":{\""voice\"":false,\""camera\"":false,\""note\"":false}}\n[Ignored by Rescuer ID: 13]\n[Declined by Rescuer ID: 2]\n[Ignored by Rescuer ID: 1]"",""assigned_by"":""Self""}",Normal,completed,2026-07-04 14:13:50,,DESKTOP-KBHB0SB
188,N/A,919000000002,"{""message"":""SOS TASK at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.9943763,""lng"":80.1956464,""urgency"":""normal"",""rescue_req_id"":172,""requester_name"":""Sneha Reddy"",""requester_phone"":""918000000002"",""details"":""{\""transportMode\"":\""AIR\"",\""needs\"":[6,2,1,2],\""peopleCount\"":\""5\"",\""address\"":\""\"",\""attachments\"":{\""voice\"":false,\""camera\"":false,\""note\"":false}}\n[Ignored by Rescuer ID: 2]\n[Ignored by Rescuer ID: 4]\n[Ignored by Rescuer ID: 1]""}",Normal,completed,2026-07-04 14:36:30,,DESKTOP-KBHB0SB
189,N/A,919000000003,"{""message"":""AI ASSIGNED: SOS at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.9943763,""lng"":80.1956464,""urgency"":""normal"",""rescue_req_id"":172,""requester_name"":""Sneha Reddy"",""requester_phone"":""918000000002"",""details"":""{\""transportMode\"":\""AIR\"",\""needs\"":[6,2,1,2],\""peopleCount\"":\""5\"",\""address\"":\""\"",\""attachments\"":{\""voice\"":false,\""camera\"":false,\""note\"":false}}\n[Ignored by Rescuer ID: 2]"",""assigned_by"":""AI"",""assignment_version"":3}",Normal,completed,2026-07-04 14:36:44,,DESKTOP-KBHB0SB
190,N/A,919000000001,"{""message"":""AI ASSIGNED: SOS at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.9943763,""lng"":80.1956464,""urgency"":""normal"",""rescue_req_id"":172,""requester_name"":""Sneha Reddy"",""requester_phone"":""918000000002"",""details"":""{\""transportMode\"":\""AIR\"",\""needs\"":[6,2,1,2],\""peopleCount\"":\""5\"",\""address\"":\""\"",\""attachments\"":{\""voice\"":false,\""camera\"":false,\""note\"":false}}\n[Ignored by Rescuer ID: 2]\n[Ignored by Rescuer ID: 4]"",""assigned_by"":""AI"",""assignment_version"":5}",Normal,completed,2026-07-04 14:36:58,,DESKTOP-KBHB0SB
191,N/A,919000000002,"{""message"":""SELF-ASSIGNED: SOS at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.9943763,""lng"":80.1956464,""urgency"":""normal"",""rescue_req_id"":172,""requester_name"":""Sneha Reddy"",""requester_phone"":""918000000002"",""details"":""{\""transportMode\"":\""AIR\"",\""needs\"":[6,2,1,2],\""peopleCount\"":\""5\"",\""address\"":\""\"",\""attachments\"":{\""voice\"":false,\""camera\"":false,\""note\"":false}}\n[Ignored by Rescuer ID: 2]\n[Ignored by Rescuer ID: 4]\n[Ignored by Rescuer ID: 1]"",""assigned_by"":""Self""}",Normal,completed,2026-07-04 14:37:10,,DESKTOP-KBHB0SB
192,N/A,919000000002,"{""message"":""AI ASSIGNED: SUPPLIES at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":13.085,""lng"":80.272,""urgency"":""normal"",""rescue_req_id"":173,""requester_name"":""Sneha Reddy"",""requester_phone"":""918000000002"",""details"":""{\""transportMode\"":\""ROAD\"",\""needs\"":[6,2,1,2],\""peopleCount\"":\""5\"",\""address\"":\""\"",\""attachments\"":{\""voice\"":false,\""camera\"":false,\""note\"":false}}"",""assigned_by"":""AI"",""assignment_version"":1}",Normal,completed,2026-07-04 14:40:21,,DESKTOP-KBHB0SB
193,N/A,919000000003,"{""message"":""AI ASSIGNED: SUPPLIES at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":13.085,""lng"":80.272,""urgency"":""normal"",""rescue_req_id"":173,""requester_name"":""Sneha Reddy"",""requester_phone"":""918000000002"",""details"":""{\""transportMode\"":\""ROAD\"",\""needs\"":[6,2,1,2],\""peopleCount\"":\""5\"",\""address\"":\""\"",\""attachments\"":{\""voice\"":false,\""camera\"":false,\""note\"":false}}\n[Ignored by Rescuer ID: 2]"",""assigned_by"":""AI"",""assignment_version"":3}",Normal,completed,2026-07-04 14:40:35,,DESKTOP-KBHB0SB
194,N/A,919000000003,"{""message"":""SELF-ASSIGNED: SUPPLIES at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":13.085,""lng"":80.272,""urgency"":""normal"",""rescue_req_id"":173,""requester_name"":""Sneha Reddy"",""requester_phone"":""918000000002"",""details"":""{\""transportMode\"":\""ROAD\"",\""needs\"":[6,2,1,2],\""peopleCount\"":\""5\"",\""address\"":\""\"",\""attachments\"":{\""voice\"":false,\""camera\"":false,\""note\"":false}}\n[Ignored by Rescuer ID: 2]"",""assigned_by"":""Self""}",Normal,completed,2026-07-04 14:40:48,,DESKTOP-KBHB0SB
195,N/A,919000000002,"{""message"":""AI ASSIGNED: PREGNANCY at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.9943807,""lng"":80.1956486,""urgency"":""critical"",""rescue_req_id"":174,""requester_name"":""Sneha Reddy"",""requester_phone"":""918000000002"",""details"":""Critical Emergency Triggered"",""assigned_by"":""AI"",""assignment_version"":1}",Critical,completed,2026-07-04 14:42:13,,DESKTOP-KBHB0SB
196,N/A,919000000003,"{""message"":""AI ASSIGNED: PREGNANCY at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.9943807,""lng"":80.1956486,""urgency"":""critical"",""rescue_req_id"":174,""requester_name"":""Sneha Reddy"",""requester_phone"":""918000000002"",""details"":""Critical Emergency Triggered\n[Ignored by Rescuer ID: 2]"",""assigned_by"":""AI"",""assignment_version"":3}",Critical,completed,2026-07-04 14:42:27,,DESKTOP-KBHB0SB
197,N/A,919000000003,"{""message"":""SELF-ASSIGNED: PREGNANCY at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.9943807,""lng"":80.1956486,""urgency"":""critical"",""rescue_req_id"":174,""requester_name"":""Sneha Reddy"",""requester_phone"":""918000000002"",""details"":""Critical Emergency Triggered\n[Ignored by Rescuer ID: 2]"",""assigned_by"":""Self""}",Critical,completed,2026-07-04 14:42:44,,DESKTOP-KBHB0SB
198,N/A,919000000002,"{""message"":""AI ASSIGNED: MEDICAL at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.9944135,""lng"":80.1956589,""urgency"":""critical"",""rescue_req_id"":175,""requester_name"":""Sneha Reddy"",""requester_phone"":""918000000002"",""details"":""Critical Emergency Triggered"",""assigned_by"":""AI"",""assignment_version"":1}",Critical,completed,2026-07-04 14:43:16,,DESKTOP-KBHB0SB
199,N/A,919000000003,"{""message"":""AI ASSIGNED: MEDICAL at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.9944135,""lng"":80.1956589,""urgency"":""critical"",""rescue_req_id"":175,""requester_name"":""Sneha Reddy"",""requester_phone"":""918000000002"",""details"":""Critical Emergency Triggered\n[Ignored by Rescuer ID: 2]"",""assigned_by"":""AI"",""assignment_version"":3}",Critical,completed,2026-07-04 14:43:30,,DESKTOP-KBHB0SB
200,N/A,919000000003,"{""message"":""SELF-ASSIGNED: MEDICAL at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.9944135,""lng"":80.1956589,""urgency"":""critical"",""rescue_req_id"":175,""requester_name"":""Sneha Reddy"",""requester_phone"":""918000000002"",""details"":""Critical Emergency Triggered\n[Ignored by Rescuer ID: 2]"",""assigned_by"":""Self""}",Critical,completed,2026-07-04 14:43:34,,DESKTOP-KBHB0SB
201,N/A,919000000003,"{""message"":""PREGNANCY RESCUE at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.9943803,""lng"":80.1956506,""urgency"":""critical"",""rescue_req_id"":176,""requester_name"":""Sneha Reddy"",""requester_phone"":""918000000002"",""details"":""Critical Emergency Triggered\n[Ignored by Rescuer ID: 2]\n[Declined by Rescuer ID: 4]""}",Critical,completed,2026-07-04 14:48:39,,DESKTOP-KBHB0SB
202,N/A,919000000003,"{""message"":""AI ASSIGNED: PREGNANCY at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.9943803,""lng"":80.1956506,""urgency"":""critical"",""rescue_req_id"":176,""requester_name"":""Sneha Reddy"",""requester_phone"":""918000000002"",""details"":""Critical Emergency Triggered\n[Ignored by Rescuer ID: 2]"",""assigned_by"":""AI"",""assignment_version"":3}",Critical,completed,2026-07-04 14:48:53,,DESKTOP-KBHB0SB
203,N/A,919000000003,"{""message"":""SELF-ASSIGNED: PREGNANCY at Detected via GPS"",""sector"":""Detected via GPS"",""lat"":12.9943803,""lng"":80.1956506,""urgency"":""critical"",""rescue_req_id"":176,""requester_name"":""Sneha Reddy"",""requester_phone"":""918000000002"",""details"":""Critical Emergency Triggered\n[Ignored by Rescuer ID: 2]\n[Declined by Rescuer ID: 4]"",""assigned_by"":""Self""}",Critical,completed,2026-07-04 14:49:11,,DESKTOP-KBHB0SB


SECTION 3: PUBLIC SOS ALERTS
SOS ID,Device ID,Phone,Latitude,Longitude,Details,Status,Priority,Alert Time,Device Node
NO SOS ALERTS FOR THIS DATE
